route,sourceFile,currentArea,targetSuite,function,purpose,primaryUsers,permissions,scope,kind,apiDependencies,workflowDependencies,sharedComponents,loadingState,emptyState,errorState,forbiddenState,search,filtering,sorting,pagination,savedViews,responsive,accessibility,relatedRecords,record360,mobileRequirement,implementationState,verificationState,uxClass,decision,migrationWave,directSourceLines
"/admin/intelligence","apps/web/app/admin/intelligence/page.tsx","admin","Administration & Governance","Intelligence","Intelligence administration and governance","Administrators; security; auditors; platform owners","API guard-derived permissions; page-level visibility NOT VERIFIED","tenant + organization","configuration","/api/... | /api/intelligence/calibrations | /api/intelligence/proposals | /api/intelligence/proposals/${id}/${action} | /api/v1/ | /api/v1/...","Detected in UI source; verify against domain state machine","intelligence-panel","apps/web/app/admin/loading.tsx","PRESENT_SIGNAL_NOT_VERIFIED","apps/web/app/admin/error.tsx","NOT_VERIFIED","MISSING_OR_NA","PRESENT_SIGNAL_NOT_VERIFIED","MISSING_OR_NA","MISSING_OR_NA","MISSING_OR_NA","FLUID_ONLY","SEMANTIC_SIGNAL_NOT_VERIFIED","MISSING_OR_NA","N/A_OR_REVIEW","STANDARD","IMPLEMENTED_PAGE_SURFACE","NOT_VERIFIED_TO_PAGE_DOD","B_EXISTS_UX_WEAK","CONSOLIDATE_IN_ADMIN_SUITE","8_REMAINING_SUITES","59"
"/admin/module-settings","apps/web/app/admin/module-settings/page.tsx","admin","Administration & Governance","Module Settings","Module Settings administration and governance","Administrators; security; auditors; platform owners","API guard-derived permissions; page-level visibility NOT VERIFIED","tenant + organization","configuration","/api/admin/settings","None detected / NOT VERIFIED","admin-chrome | module-settings-client","apps/web/app/admin/loading.tsx","PRESENT_SIGNAL_NOT_VERIFIED","apps/web/app/admin/error.tsx","NOT_VERIFIED","MISSING_OR_NA","PRESENT_SIGNAL_NOT_VERIFIED","MISSING_OR_NA","MISSING_OR_NA","MISSING_OR_NA","FLUID_ONLY","SEMANTIC_SIGNAL_NOT_VERIFIED","LINK_SIGNAL_NOT_VERIFIED","N/A_OR_REVIEW","STANDARD","IMPLEMENTED_PAGE_SURFACE","NOT_VERIFIED_TO_PAGE_DOD","B_EXISTS_UX_WEAK","CONSOLIDATE_IN_ADMIN_SUITE","8_REMAINING_SUITES","22"
"/admin/modules","apps/web/app/admin/modules/page.tsx","admin","Administration & Governance","Modules","Modules administration and governance","Administrators; security; auditors; platform owners","API guard-derived permissions; page-level visibility NOT VERIFIED","tenant + organization","configuration","/api/admin/platform/modules | /api/admin/platform/modules-toggle","Detected in UI source; verify against domain state machine","admin-chrome | modules-admin-client","apps/web/app/admin/loading.tsx","PRESENT_SIGNAL_NOT_VERIFIED","apps/web/app/admin/error.tsx","PRESENT_SIGNAL_NOT_VERIFIED","PRESENT_SIGNAL_NOT_VERIFIED","PRESENT_SIGNAL_NOT_VERIFIED","MISSING_OR_NA","MISSING_OR_NA","MISSING_OR_NA","FLUID_ONLY","NOT_VERIFIED","LINK_SIGNAL_NOT_VERIFIED","N/A_OR_REVIEW","STANDARD","IMPLEMENTED_PAGE_SURFACE","NOT_VERIFIED_TO_PAGE_DOD","B_EXISTS_UX_WEAK","CONSOLIDATE_IN_ADMIN_SUITE","8_REMAINING_SUITES","22"
"/admin/notifications","apps/web/app/admin/notifications/page.tsx","admin","Administration & Governance","Notifications","Notifications administration and governance","Administrators; security; auditors; platform owners","API guard-derived permissions; page-level visibility NOT VERIFIED","tenant + organization","configuration","/api/... | /api/admin/platform/notifications | /api/admin/settings | /api/admin/settings?key=${encodeURIComponent | /api/v1/ | /api/v1/...","Detected in UI source; verify against domain state machine","admin-chrome | notify-admin-client","apps/web/app/admin/loading.tsx","PRESENT_SIGNAL_NOT_VERIFIED","apps/web/app/admin/error.tsx","NOT_VERIFIED","MISSING_OR_NA","PRESENT_SIGNAL_NOT_VERIFIED","MISSING_OR_NA","MISSING_OR_NA","MISSING_OR_NA","FLUID_ONLY","SEMANTIC_SIGNAL_NOT_VERIFIED","LINK_SIGNAL_NOT_VERIFIED","N/A_OR_REVIEW","STANDARD","IMPLEMENTED_PAGE_SURFACE","NOT_VERIFIED_TO_PAGE_DOD","B_EXISTS_UX_WEAK","CONSOLIDATE_IN_ADMIN_SUITE","8_REMAINING_SUITES","45"
"/admin/numbering","apps/web/app/admin/numbering/page.tsx","admin","Administration & Governance","Numbering","Numbering administration and governance","Administrators; security; auditors; platform owners","API guard-derived permissions; page-level visibility NOT VERIFIED","tenant + organization","configuration","/api/... | /api/admin/numbering | /api/v1/ | /api/v1/...","Detected in UI source; verify against domain state machine","admin-chrome | numbering-admin-client","apps/web/app/admin/loading.tsx","PRESENT_SIGNAL_NOT_VERIFIED","apps/web/app/admin/error.tsx","NOT_VERIFIED","MISSING_OR_NA","PRESENT_SIGNAL_NOT_VERIFIED","MISSING_OR_NA","MISSING_OR_NA","MISSING_OR_NA","FLUID_ONLY","SEMANTIC_SIGNAL_NOT_VERIFIED","LINK_SIGNAL_NOT_VERIFIED","N/A_OR_REVIEW","STANDARD","IMPLEMENTED_PAGE_SURFACE","NOT_VERIFIED_TO_PAGE_DOD","B_EXISTS_UX_WEAK","CONSOLIDATE_IN_ADMIN_SUITE","8_REMAINING_SUITES","42"
"/admin/organization","apps/web/app/admin/organization/page.tsx","admin","Administration & Governance","Organization","Organization administration and governance","Administrators; security; auditors; platform owners","API guard-derived permissions; page-level visibility NOT VERIFIED","tenant + organization","configuration","/api/... | /api/admin/companies | /api/admin/companies?id=${encodeURIComponent | /api/admin/settings | /api/v1/ | /api/v1/...","Detected in UI source; verify against domain state machine","admin-chrome | companies-admin-client | org-profile-client","apps/web/app/admin/loading.tsx","PRESENT_SIGNAL_NOT_VERIFIED","apps/web/app/admin/error.tsx","NOT_VERIFIED","MISSING_OR_NA","PRESENT_SIGNAL_NOT_VERIFIED","MISSING_OR_NA","MISSING_OR_NA","MISSING_OR_NA","FLUID_ONLY","SEMANTIC_SIGNAL_NOT_VERIFIED","LINK_SIGNAL_NOT_VERIFIED","N/A_OR_REVIEW","STANDARD","IMPLEMENTED_PAGE_SURFACE","NOT_VERIFIED_TO_PAGE_DOD","B_EXISTS_UX_WEAK","CONSOLIDATE_IN_ADMIN_SUITE","8_REMAINING_SUITES","65"
"/admin","apps/web/app/admin/page.tsx","admin","Administration & Governance","Admin","Admin operational work surface","Administrators; security; auditors; platform owners","API guard-derived permissions; page-level visibility NOT VERIFIED","tenant + organization","register-or-workspace","/api/... | /api/admin/platform/overview | /api/v1/ | /api/v1/...","Detected in UI source; verify against domain state machine","admin-chrome | admin/admin-control-center-shell | admin/admin-overview","apps/web/app/admin/loading.tsx","PRESENT_SIGNAL_NOT_VERIFIED","apps/web/app/admin/error.tsx","NOT_VERIFIED","PRESENT_SIGNAL_NOT_VERIFIED","PRESENT_SIGNAL_NOT_VERIFIED","MISSING_OR_NA","MISSING_OR_NA","MISSING_OR_NA","FLUID_ONLY","NOT_VERIFIED","LINK_SIGNAL_NOT_VERIFIED","N/A_OR_REVIEW","STANDARD","IMPLEMENTED_PAGE_SURFACE","NOT_VERIFIED_TO_PAGE_DOD","B_EXISTS_UX_WEAK","REFACTOR_INCREMENTALLY","8_REMAINING_SUITES","54"
"/admin/security","apps/web/app/admin/security/page.tsx","admin","Administration & Governance","Security","Security administration and governance","Administrators; security; auditors; platform owners","API guard-derived permissions; page-level visibility NOT VERIFIED","tenant + organization","configuration","/api/... | /api/admin/platform/security | /api/admin/service-accounts | /api/admin/service-accounts/${encodeURIComponent | /api/v1/ | /api/v1/...","Detected in UI source; verify against domain state machine","admin-chrome | admin-ui | service-accounts-client","apps/web/app/admin/loading.tsx","PRESENT_SIGNAL_NOT_VERIFIED","apps/web/app/admin/error.tsx","NOT_VERIFIED","MISSING_OR_NA","PRESENT_SIGNAL_NOT_VERIFIED","MISSING_OR_NA","MISSING_OR_NA","MISSING_OR_NA","FLUID_ONLY","SEMANTIC_SIGNAL_NOT_VERIFIED","LINK_SIGNAL_NOT_VERIFIED","N/A_OR_REVIEW","STANDARD","IMPLEMENTED_PAGE_SURFACE","NOT_VERIFIED_TO_PAGE_DOD","B_EXISTS_UX_WEAK","CONSOLIDATE_IN_ADMIN_SUITE","8_REMAINING_SUITES","138"
"/admin/settings","apps/web/app/admin/settings/page.tsx","admin","Administration & Governance","Settings","Settings administration and governance","Administrators; security; auditors; platform owners","API guard-derived permissions; page-level visibility NOT VERIFIED","tenant + organization","configuration","/api/... | /api/admin/settings | /api/admin/settings?key=${encodeURIComponent | /api/v1/ | /api/v1/...","Detected in UI source; verify against domain state machine","admin-chrome | settings-admin-client","apps/web/app/admin/loading.tsx","PRESENT_SIGNAL_NOT_VERIFIED","apps/web/app/admin/error.tsx","NOT_VERIFIED","MISSING_OR_NA","PRESENT_SIGNAL_NOT_VERIFIED","PRESENT_SIGNAL_NOT_VERIFIED","MISSING_OR_NA","MISSING_OR_NA","FLUID_ONLY","SEMANTIC_SIGNAL_NOT_VERIFIED","LINK_SIGNAL_NOT_VERIFIED","N/A_OR_REVIEW","STANDARD","IMPLEMENTED_PAGE_SURFACE","NOT_VERIFIED_TO_PAGE_DOD","B_EXISTS_UX_WEAK","CONSOLIDATE_IN_ADMIN_SUITE","8_REMAINING_SUITES","30"
"/admin/templates","apps/web/app/admin/templates/page.tsx","admin","Administration & Governance","Templates","Templates administration and governance","Administrators; security; auditors; platform owners","API guard-derived permissions; page-level visibility NOT VERIFIED","tenant + organization","configuration","/api/templates | /api/templates/${id} | /api/templates/${updated.id}","Detected in UI source; verify against domain state machine","visual-template-builder","apps/web/app/admin/loading.tsx","PRESENT_SIGNAL_NOT_VERIFIED","apps/web/app/admin/error.tsx","NOT_VERIFIED","MISSING_OR_NA","PRESENT_SIGNAL_NOT_VERIFIED","MISSING_OR_NA","MISSING_OR_NA","MISSING_OR_NA","FLUID_ONLY","SEMANTIC_SIGNAL_NOT_VERIFIED","MISSING_OR_NA","N/A_OR_REVIEW","STANDARD","IMPLEMENTED_PAGE_SURFACE","NOT_VERIFIED_TO_PAGE_DOD","B_EXISTS_UX_WEAK","CONSOLIDATE_IN_ADMIN_SUITE","8_REMAINING_SUITES","468"
"/admin/users","apps/web/app/admin/users/page.tsx","admin","Administration & Governance","Users","Users administration and governance","Administrators; security; auditors; platform owners","API guard-derived permissions; page-level visibility NOT VERIFIED","tenant + organization","configuration","/api/admin/users | /api/admin/users/${encodeURIComponent","Detected in UI source; verify against domain state machine","admin-chrome | users-admin-client","apps/web/app/admin/loading.tsx","PRESENT_SIGNAL_NOT_VERIFIED","apps/web/app/admin/error.tsx","NOT_VERIFIED","MISSING_OR_NA","PRESENT_SIGNAL_NOT_VERIFIED","MISSING_OR_NA","MISSING_OR_NA","MISSING_OR_NA","FLUID_ONLY","SEMANTIC_SIGNAL_NOT_VERIFIED","LINK_SIGNAL_NOT_VERIFIED","N/A_OR_REVIEW","STANDARD","IMPLEMENTED_PAGE_SURFACE","NOT_VERIFIED_TO_PAGE_DOD","B_EXISTS_UX_WEAK","CONSOLIDATE_IN_ADMIN_SUITE","8_REMAINING_SUITES","21"
"/admin/webhooks","apps/web/app/admin/webhooks/page.tsx","admin","Administration & Governance","Webhooks","Webhooks administration and governance","Administrators; security; auditors; platform owners","API guard-derived permissions; page-level visibility NOT VERIFIED","tenant + organization","configuration","/api/... | /api/admin/webhooks | /api/admin/webhooks/${encodeURIComponent | /api/admin/webhooks/deliveries | /api/v1/ | /api/v1/...","Detected in UI source; verify against domain state machine","admin-chrome | webhooks-admin-client","apps/web/app/admin/loading.tsx","PRESENT_SIGNAL_NOT_VERIFIED","apps/web/app/admin/error.tsx","NOT_VERIFIED","MISSING_OR_NA","PRESENT_SIGNAL_NOT_VERIFIED","MISSING_OR_NA","MISSING_OR_NA","MISSING_OR_NA","FLUID_ONLY","SEMANTIC_SIGNAL_NOT_VERIFIED","LINK_SIGNAL_NOT_VERIFIED","N/A_OR_REVIEW","STANDARD","IMPLEMENTED_PAGE_SURFACE","NOT_VERIFIED_TO_PAGE_DOD","B_EXISTS_UX_WEAK","CONSOLIDATE_IN_ADMIN_SUITE","8_REMAINING_SUITES","59"
"/admin/workflows","apps/web/app/admin/workflows/page.tsx","admin","Administration & Governance","Workflows","Workflows administration and governance","Administrators; security; auditors; platform owners","API guard-derived permissions; page-level visibility NOT VERIFIED","tenant + organization","configuration","/api/... | /api/admin/platform/workflows | /api/v1/ | /api/v1/...","Detected in UI source; verify against domain state machine","admin-chrome | admin-ui","apps/web/app/admin/loading.tsx","PRESENT_SIGNAL_NOT_VERIFIED","apps/web/app/admin/error.tsx","NOT_VERIFIED","MISSING_OR_NA","PRESENT_SIGNAL_NOT_VERIFIED","MISSING_OR_NA","MISSING_OR_NA","MISSING_OR_NA","FLUID_ONLY","SEMANTIC_SIGNAL_NOT_VERIFIED","LINK_SIGNAL_NOT_VERIFIED","N/A_OR_REVIEW","STANDARD","IMPLEMENTED_PAGE_SURFACE","NOT_VERIFIED_TO_PAGE_DOD","B_EXISTS_UX_WEAK","CONSOLIDATE_IN_ADMIN_SUITE","8_REMAINING_SUITES","101"
"/admin/workspace","apps/web/app/admin/workspace/page.tsx","admin","Administration & Governance","Workspace","Workspace administration and governance","Administrators; security; auditors; platform owners","API guard-derived permissions; page-level visibility NOT VERIFIED","tenant + organization","configuration","/api/... | /api/v1/ | /api/v1/... | /api/workspace/config | /api/workspace/me","Detected in UI source; verify against domain state machine","workspace-admin-client","apps/web/app/admin/loading.tsx","PRESENT_SIGNAL_NOT_VERIFIED","apps/web/app/admin/error.tsx","NOT_VERIFIED","MISSING_OR_NA","MISSING_OR_NA","PRESENT_SIGNAL_NOT_VERIFIED","MISSING_OR_NA","MISSING_OR_NA","NONE","SEMANTIC_SIGNAL_NOT_VERIFIED","MISSING_OR_NA","N/A_OR_REVIEW","STANDARD","IMPLEMENTED_PAGE_SURFACE","NOT_VERIFIED_TO_PAGE_DOD","B_EXISTS_UX_WEAK","CONSOLIDATE_IN_ADMIN_SUITE","8_REMAINING_SUITES","36"
"/ai","apps/web/app/ai/page.tsx","ai","Intelligence & Reporting","Ai","Ai operational work surface","Executives; managers; governed AI operators","API guard-derived permissions; page-level visibility NOT VERIFIED","tenant + organization","register-or-workspace","/api/admin/platform/ai/autonomy/proposals | /api/admin/platform/ai/autonomy/proposals/${id}/${action} | /api/admin/platform/ai/rag/ingest","Detected in UI source; verify against domain state machine","admin-chrome | user-ai-workspace","apps/web/app/ai/loading.tsx","PRESENT_SIGNAL_NOT_VERIFIED","apps/web/app/ai/error.tsx","NOT_VERIFIED","MISSING_OR_NA","PRESENT_SIGNAL_NOT_VERIFIED","MISSING_OR_NA","MISSING_OR_NA","MISSING_OR_NA","FLUID_ONLY","SEMANTIC_SIGNAL_NOT_VERIFIED","LINK_SIGNAL_NOT_VERIFIED","N/A_OR_REVIEW","STANDARD","IMPLEMENTED_PAGE_SURFACE","NOT_VERIFIED_TO_PAGE_DOD","B_EXISTS_UX_WEAK","REFACTOR_INCREMENTALLY","8_REMAINING_SUITES","28"
"/amc/dispatch","apps/web/app/amc/dispatch/page.tsx","amc","Assets & Service","Dispatch","Dispatch operational work surface","AMC/service; technicians; asset custodians; fleet","API guard-derived permissions; page-level visibility NOT VERIFIED","tenant + organization","register-or-workspace","/api/... | /api/amc/contracts | /api/amc/work-orders | /api/amc/work-orders/${w.id}/assign | /api/amc/work-orders/${w.id}/complete | /api/v1/ | /api/v1/...","Detected in UI source; verify against domain state machine","amc-dispatch-client","apps/web/app/amc/dispatch/loading.tsx","PRESENT_SIGNAL_NOT_VERIFIED","apps/web/app/amc/dispatch/error.tsx","NOT_VERIFIED","MISSING_OR_NA","PRESENT_SIGNAL_NOT_VERIFIED","MISSING_OR_NA","MISSING_OR_NA","MISSING_OR_NA","FLUID_ONLY","SEMANTIC_SIGNAL_NOT_VERIFIED","MISSING_OR_NA","N/A_OR_REVIEW","HIGH_FOR_FIELD_ROUTES","IMPLEMENTED_PAGE_SURFACE","NOT_VERIFIED_TO_PAGE_DOD","B_EXISTS_UX_WEAK","REFACTOR_INCREMENTALLY","8_REMAINING_SUITES","39"
